stock,Region1Name,Region2Name,Region3Name,Region4Name,pst_agg,juv_marine
SECESH_R,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
SNAKE R,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
SNAKE R-LOWR 33.0002,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
SNAKE R. X,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
SNAKE_S,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
TUCANNON R   35.0009,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
TUCANNON R CAPTIVE,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
UPPER_SALMON_SNAKE_R,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
UPPER_SALMON_SR,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
UPPER_VALLEY,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
UPPER_VALLEY_CREEK,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
UP_SALMON-SP,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
VALLEY_CR,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
VALLEY_CREEK,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
WALLOWA R,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
YAQUINA B SALMON RAN,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
BLANCHARD,Alsek,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
BLANCHARD_RIVER,Alsek,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
KLUKSHU,Alsek,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
KLUKSHU_RIVER,Alsek,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
KUDWAT_CR,Alsek,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
KUDWAT_CREEK,Alsek,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
TAKHANNE,Alsek,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
TAKHANNE_RIVER,Alsek,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
TATSHENSHINI_RIVER,Alsek,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
ASHLULM_CREEK,Central_Coast,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
ASHLU_CREEK,Central_Coast,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
CHUCKWALLA,Central_Coast,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
CHUCKWALLA_RIVER,Central_Coast,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
DEAN,Central_Coast,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
DEAN_RIVER,Central_Coast,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
DEAN_RIVER-LOWER,Central_Coast,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
DEAN_RIVER-UPPER,Central_Coast,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
DOCEE_RIVER,Central_Coast,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
NEKITE_CH,Central_Coast,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
RIVERS INLET SEAPEN,Central_Coast,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
SHEEMAHANT_R,Central_Coast,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
U_DEAN,Central_Coast,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
WANNOCK,Central_Coast,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
WANNOCK_R,Central_Coast,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
WANNOCK_RIVER,Central_Coast,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
DEENA_CR,Haida_Gwaii,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
PALLANT_CR,Haida_Gwaii,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
YAKOUN_RIVER,Haida_Gwaii,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
CAMPBELL_RIVER,NEVI,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
GLENLION_R,NEVI,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
GOODSPEED_R,NEVI,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
KEOGH R,NEVI,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
KEOGH_R,NEVI,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
NAHWITTI_R,NEVI,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
NIMPKISH,NEVI,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
NIMPKISH_RIVER,NEVI,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
QUATSE,NEVI,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
QUATSESE_R,NEVI,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
QUATSE_RIVER,NEVI,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
S-NIMPKISH R,NEVI,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
S-NIMPKISH/WOSS R,NEVI,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
S-WOSS R,NEVI,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
STEPHENS_CR,NEVI,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
WOSS_LAKE,NEVI,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
WOSS_Lake,NEVI,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
WOSS_RIVER,NEVI,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
AALTANHASH R,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
AALTANHASH_R,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
ATNARKO,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
ATNARKO_RIVER,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
ATNARKO_RIVER_UPPER,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
DOCEE,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
DRAKE_CR,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
DUNN_CR,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
ECSTALL_RIVER,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
EVELYN_CR,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
HAGENSBORG_SL,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
HIRSCH,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
HIRSCH_CREEK,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
HUGH_CR,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
KASIKS,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
KASIKS_R,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
KASIKS_RIVER,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
KHUTZE RIVER,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
KHUTZE_R,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
KILBELLA,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
KILBELLA_R,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
KILBELLA_RIVER,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
KILDALA,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
KILDALA_RIVER,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
KILTUISH_R,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
KITIMAT,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
KITIMAT_R,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
KITIMAT_RIVER,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
KITLOPE,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
KITLOPE_RIVER,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
LOWATNARKO,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
LOWATNARKO(11),NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
NEECHANZE,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
NEECHANZE_R,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
NEECHANZ_RIVER,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
NUSATSUM,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
NUSATSUM_RIVER,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
QUAAL_R,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
S-ATNARKO R LOW,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
S-ATNARKO R UP,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
S-KILBELLA R,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
SALLOOMT_R,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
SALLOOMT_RIVER,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
SALOOMPT,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
SNOOTLI CREEK H,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
SNOOTLI_CR,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
TAKIA,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
TAKIA_RIVER,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
TANKEEAH_R,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
U_ATNARKO,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,Central BC
CRANBERRY,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
CRANBERRY_RIVER,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
DAMDOCHAX,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
DAMDOCHAX_CREEK,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
ISHKHEENICKH,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
ISHKHEENICKH_RIVER,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
KATEEN,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
KATEEN_RIVER,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
KINCOLITH,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
KINCOLITH_RIVER,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
KITEEN,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
KITEEN_RIVER,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
KWINAGEESE,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
KWINAGEESE_RIVER,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
KWINAMASS,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
KWINAMASS_RIVER,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
MEZIADIN,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
MEZIADIN_RIVER,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
OWEEGEE_CREEK,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
OWEGEE,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
SEASKINNISH,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
SEASKINNISH_CREEK,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
SNOWBANK,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
SNOWBANK_CREEK,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
TEIGEN,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
TEIGEN_CREEK,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
TSEAX,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
TSEAX_R,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
TSEAX_SLOUGH,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
YAKOUN,QCI,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
BULKLEY,Skeena_Bulkley,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
BULKLEY_EARLY,Skeena_Bulkley,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
BULKLEY_RIVER-UPPER,Skeena_Bulkley,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
BULKLEY_SP,Skeena_Bulkley,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
MORICE,Skeena_Bulkley,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
MORICE_R,Skeena_Bulkley,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
MORICE_RIVER,Skeena_Bulkley,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
S-BULKLEY R UP,Skeena_Bulkley,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
S-KITSUM ABV CANYON,Skeena_Bulkley,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
S-KITSUM BEL CANYON,Skeena_Bulkley,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
S-MORICE R,Skeena_Bulkley,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
SUSKWA,Skeena_Bulkley,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
ECSTALL,Skeena_Lower,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
EXCHAMSIKS,Skeena_Lower,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
EXCHAMSIKS_RIVER,Skeena_Lower,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
EXSTEW_R,Skeena_Lower,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
EXSTEW_RIVER,Skeena_Lower,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
FIDDLER_CR,Skeena_Lower,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
FIDDLER_CREEK,Skeena_Lower,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
GITNADOIX,Skeena_Lower,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
GITNADOIX_RIVER,Skeena_Lower,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
KHYEX_R,Skeena_Lower,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
KHYEX_RIVER,Skeena_Lower,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
KLOIYA_RIVER,Skeena_Lower,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
L_KALUM,Skeena_Lower,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
L_KALUM@AC,Skeena_Lower,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
ZYMAGOTITZ_RIVER,Skeena_Lower,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
ZYMOGOTITZ,Skeena_Lower,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
ZYMOGOTITZ_R,Skeena_Lower,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
BABINE,Skeena_Mid,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
BABINE FENCE,Skeena_Mid,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
BABINE_RIVER-SECTIONS_1_TO_3,Skeena_Mid,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
BABINE_RIVER_SECTIONS_1_TO_3,Skeena_Mid,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
BABINE_RIVER___SECTION_4,Skeena_Mid,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
KISPIOX,Skeena_Mid,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
KISPIOX_RIVER,Skeena_Mid,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
KITSUMKALUM_R,Skeena_Mid,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
KITSUMKALUM_RIVER-LOWER,Skeena_Mid,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
KITWANGA,Skeena_Mid,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
KITWANGA_RIVER,Skeena_Mid,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
NANGEESE_R,Skeena_Mid,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
NANGEESE_RIVER,Skeena_Mid,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
SHEGUNIA_R,Skeena_Mid,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
SHEGUNIA_RIVER,Skeena_Mid,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
SICINTINE_RIVER,Skeena_Mid,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
SKEENA@TERRACE,Skeena_Mid,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
SKEENA_RIVER,Skeena_Mid,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
SWEETIN,Skeena_Mid,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
SWEETIN_RIVER,Skeena_Mid,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
THOMAS_CR,Skeena_Mid,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
THOMAS_CREEK,Skeena_Mid,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
BEAR,Skeena_Upper,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
BEAR_RIVER,Skeena_Upper,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
KITSEGUECLA_R,Skeena_Upper,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
KLUATANTAN,Skeena_Upper,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
KLUATANTAN_RIVER,Skeena_Upper,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
KLUAYAZ_CR,Skeena_Upper,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
KLUAYAZ_CREEK,Skeena_Upper,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
KULDO_C,Skeena_Upper,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
KULDO_CREEK,Skeena_Upper,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
OTSI_CR,Skeena_Upper,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
OTSI_CREEK,Skeena_Upper,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
SICINTINE_R,Skeena_Upper,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
SLAMGEESH,Skeena_Upper,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
SLAMGEESH_RIVER,Skeena_Upper,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
SQUINGULA,Skeena_Upper,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
SQUINGULA_R,Skeena_Upper,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
SQUINGULA_RIVER,Skeena_Upper,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
SUSTUT,Skeena_Upper,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
SUSTUT_RIVER,Skeena_Upper,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
ANDREAFSKY_RIVER,Stikine,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
ANDREAFSKY_RIVER_EAST_FORK,Stikine,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
ANDREW_CR,Stikine,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
ANDREW_CREEK,Stikine,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
ANDREW_CRYH,Stikine,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
ANDREW_MEDH,Stikine,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
CHRISTINA,Stikine,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
CHRISTINA_CREEK,Stikine,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
CRAIG,Stikine,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
CRAIG_RIVER,Stikine,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
DWORSHAK_H,Stikine,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
JOHNNY_TASHOOT,Stikine,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
JOHNNY_TASHOOTS_CREEK,Stikine,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
LITTLE_TAHLTAN,Stikine,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
LITTLE_TAHLTAN_RIVER,Stikine,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
L_TAHLTAN_R,Stikine,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
SHAKES_CR,Stikine,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
SHAKES_CREEK,Stikine,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
TAHLTAN_R,Stikine,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
TAHLTAN_RIVER,Stikine,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
TUYA_R,Stikine,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
TUYA_RIVER,Stikine,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
VERRETT,Stikine,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
VERRETT_RIVER,Stikine,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC/SEAK
QUINSAM,NEVI,Upper Strait of Georgia,North/Central BC,NBC,NBC_SEAK,Central BC
QUINSAM RIVER H,NEVI,Upper Strait of Georgia,North/Central BC,NBC,NBC_SEAK,Central BC
QUINSAM_R,NEVI,Upper Strait of Georgia,North/Central BC,NBC,NBC_SEAK,Central BC
QUINSAM_RIVER,NEVI,Upper Strait of Georgia,North/Central BC,NBC,NBC_SEAK,Central BC
S-QUINSAM R,NEVI,Upper Strait of Georgia,North/Central BC,NBC,NBC_SEAK,Central BC
APUKA_RIVER,Russia,Russia,Russia,Russia,Russia,Russia
AVACHA,Russia,Russia,Russia,Russia,Russia,Russia
BISTRAYA_RIVER,Russia,Russia,Russia,Russia,Russia,Russia
BOLSHAYA_RIVER,Russia,Russia,Russia,Russia,Russia,Russia
ICHA_RIVER,Russia,Russia,Russia,Russia,Russia,Russia
KAMCHATKA_RIVER,Russia,Russia,Russia,Russia,Russia,Russia
KARYMAY_RIVER,Russia,Russia,Russia,Russia,Russia,Russia
KIKCHIK_RIVER,Russia,Russia,Russia,Russia,Russia,Russia
KOL_RIVER,Russia,Russia,Russia,Russia,Russia,Russia
PAHACHA_RIVER,Russia,Russia,Russia,Russia,Russia,Russia
PALANA_RIVER,Russia,Russia,Russia,Russia,Russia,Russia
PYMTA_RIVER,Russia,Russia,Russia,Russia,Russia,Russia
TIGIL_RIVER,Russia,Russia,Russia,Russia,Russia,Russia
VOROVSKAJA_RIVER,Russia,Russia,Russia,Russia,Russia,Russia
BIG_BOULDER_C,Alaska,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC/SEAK
BIG_BOULDER_CREEK,Alaska,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC/SEAK
CHATANIKA_RIVER,Alaska,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC/SEAK
CHENA_RIVER,Alaska,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC/SEAK
DECEPTION CR 247-41,Alaska,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC/SEAK
GISASA_RIVER,Alaska,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC/SEAK
GOODPASTER_RIVER,Alaska,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC/SEAK
HENSHAW_CREEK,Alaska,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC/SEAK
KANTISHNA_RIVER,Alaska,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC/SEAK
KATEEL_RIVER,Alaska,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC/SEAK
KING_SALMON,Alaska,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC/SEAK
KING_SALMON_R,Alaska,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC/SEAK
KING_SALMON_RIVER,Alaska,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC/SEAK
KOYUKUK_RIVER_MID_FORK,Alaska,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC/SEAK
KOYUKUK_RIVER_SOUTH_FORK,Alaska,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC/SEAK
