stock,Region1Name,Region2Name,Region3Name,Region4Name,pst_agg,juv_marine
LEWIS,L_Columbia_R_fa,Fall Cowlitz/Willamette,Columbia,ColR,CR-lower_fa,Col. Coastal
LEWIS_LAKE,L_Columbia_R_fa,Fall Cowlitz/Willamette,Columbia,ColR,CR-lower_fa,Col. Coastal
LEWIS_R_F,L_Columbia_R_fa,Fall Cowlitz/Willamette,Columbia,ColR,CR-lower_fa,Col. Coastal
LEWIS_R_HATCH,L_Columbia_R_fa,Fall Cowlitz/Willamette,Columbia,ColR,CR-lower_fa,Col. Coastal
LEWIS_R_LSU,L_Columbia_R_fa,Fall Cowlitz/Willamette,Columbia,ColR,CR-lower_fa,Col. Coastal
LEWIS_R_SU,L_Columbia_R_fa,Fall Cowlitz/Willamette,Columbia,ColR,CR-lower_fa,Col. Coastal
NORTH TOUTLE HATCHERY,L_Columbia_R_fa,Fall Cowlitz/Willamette,Columbia,ColR,CR-lower_fa,Col. Coastal
SANDY,L_Columbia_R_fa,Fall Cowlitz/Willamette,Columbia,ColR,CR-lower_fa,Col. Coastal
SANDY HATCHERY,L_Columbia_R_fa,Fall Cowlitz/Willamette,Columbia,ColR,CR-lower_fa,Col. Coastal
SANDY HATCHERY (SANDY R),L_Columbia_R_fa,Fall Cowlitz/Willamette,Columbia,ColR,CR-lower_fa,Col. Coastal
SANDY_R,L_Columbia_R_fa,Fall Cowlitz/Willamette,Columbia,ColR,CR-lower_fa,Col. Coastal
SANDY_RIVER,L_Columbia_R_fa,Fall Cowlitz/Willamette,Columbia,ColR,CR-lower_fa,Col. Coastal
TANNER CR (BNVILLE),L_Columbia_R_fa,Fall Cowlitz/Willamette,Columbia,ColR,CR-lower_fa,Col. Coastal
WASHOUGAL HATCHERY,L_Columbia_R_fa,Fall Cowlitz/Willamette,Columbia,ColR,CR-lower_fa,Col. Coastal
WASHOUGAL R  28.0159,L_Columbia_R_fa,Fall Cowlitz/Willamette,Columbia,ColR,CR-lower_fa,Col. Coastal
WASHOUGAL_R_FA,L_Columbia_R_fa,Fall Cowlitz/Willamette,Columbia,ColR,CR-lower_fa,Col. Coastal
CLACKAMAS R EARLY,Willamette_R,Fall Cowlitz/Willamette,Columbia,ColR,CR-upper_sp,Col. North
CLACKAMAS_N,Willamette_R,Fall Cowlitz/Willamette,Columbia,ColR,CR-upper_sp,Col. North
CLACKAMAS_NO,Willamette_R,Fall Cowlitz/Willamette,Columbia,ColR,CR-upper_sp,Col. North
CLACKAMAS_RIVER,Willamette_R,Fall Cowlitz/Willamette,Columbia,ColR,CR-upper_sp,Col. North
CLACKAMUS_R,Willamette_R,Fall Cowlitz/Willamette,Columbia,ColR,CR-upper_sp,Col. North
MACKENZIE,Willamette_R,Fall Cowlitz/Willamette,Columbia,ColR,CR-upper_sp,Col. North
MCKENZIE HATCHERY,Willamette_R,Fall Cowlitz/Willamette,Columbia,ColR,CR-upper_sp,Col. North
MCKENZIE_H,Willamette_R,Fall Cowlitz/Willamette,Columbia,ColR,CR-upper_sp,Col. North
MID WILLAMETTE R,Willamette_R,Fall Cowlitz/Willamette,Columbia,ColR,CR-upper_sp,Col. North
NORTH SANTIAM,Willamette_R,Fall Cowlitz/Willamette,Columbia,ColR,CR-upper_sp,Col. North
NORTH_SANTIAM,Willamette_R,Fall Cowlitz/Willamette,Columbia,ColR,CR-upper_sp,Col. North
N_SANTIAM_H,Willamette_R,Fall Cowlitz/Willamette,Columbia,ColR,CR-upper_sp,Col. North
SANTIAM R N FK,Willamette_R,Fall Cowlitz/Willamette,Columbia,ColR,CR-upper_sp,Col. North
SANTIAM R S FK,Willamette_R,Fall Cowlitz/Willamette,Columbia,ColR,CR-upper_sp,Col. North
SANTIAM_RIVER_NORTH,Willamette_R,Fall Cowlitz/Willamette,Columbia,ColR,CR-upper_sp,Col. North
SANTIAM_RIVER_North,Willamette_R,Fall Cowlitz/Willamette,Columbia,ColR,CR-upper_sp,Col. North
WILLAMETTE HATCHERY,Willamette_R,Fall Cowlitz/Willamette,Columbia,ColR,CR-upper_sp,Col. North
ELOCHOMAN,Mid_Columbia_R_tule,Mid-Columbia Brights/Upriver Brights,Columbia,ColR,CR-lower_fa,Col. Coastal
ELOCHOMAN E,Mid_Columbia_R_tule,Mid-Columbia Brights/Upriver Brights,Columbia,ColR,CR-lower_fa,Col. Coastal
ELOCHOMAN_H,Mid_Columbia_R_tule,Mid-Columbia Brights/Upriver Brights,Columbia,ColR,CR-lower_fa,Col. Coastal
SPRING CR NFH,Mid_Columbia_R_tule,Mid-Columbia Brights/Upriver Brights,Columbia,ColR,CR-lower_fa,Col. Coastal
SPRING_CREEK_H,Mid_Columbia_R_tule,Mid-Columbia Brights/Upriver Brights,Columbia,ColR,CR-lower_fa,Col. Coastal
SPRING_CREEK_HATCHERY,Mid_Columbia_R_tule,Mid-Columbia Brights/Upriver Brights,Columbia,ColR,CR-lower_fa,Col. Coastal
SPRING_CR_COL,Mid_Columbia_R_tule,Mid-Columbia Brights/Upriver Brights,Columbia,ColR,CR-lower_fa,Col. Coastal
SPRING_CR_H,Mid_Columbia_R_tule,Mid-Columbia Brights/Upriver Brights,Columbia,ColR,CR-lower_fa,Col. Coastal
COWEEMAN R   26.0003,L_Columbia_R_sp,Spring Cowlitz,Columbia,ColR,CR-lower_sp,Col. North
COWLITZ_HATCHERY_SPRING,L_Columbia_R_sp,Spring Cowlitz,Columbia,ColR,CR-lower_sp,Col. North
COWLITZ_H_SP,L_Columbia_R_sp,Spring Cowlitz,Columbia,ColR,CR-lower_sp,Col. North
KALAMA R     27.0002,L_Columbia_R_sp,Spring Cowlitz,Columbia,ColR,CR-lower_sp,Col. North
LEWIS R      27.0168,L_Columbia_R_sp,Spring Cowlitz,Columbia,ColR,CR-lower_sp,Col. North
LEWIS R -NF  27.0168,L_Columbia_R_sp,Spring Cowlitz,Columbia,ColR,CR-lower_sp,Col. North
LEWIS RIVER HATCHERY,L_Columbia_R_sp,Spring Cowlitz,Columbia,ColR,CR-lower_sp,Col. North
LEWIS_H_SP,L_Columbia_R_sp,Spring Cowlitz,Columbia,ColR,CR-lower_sp,Col. North
SPRING CR    29.0159,L_Columbia_R_sp,Spring Cowlitz,Columbia,ColR,CR-lower_sp,Col. North
TOUTLE R     26.0227,L_Columbia_R_sp,Spring Cowlitz,Columbia,ColR,CR-lower_sp,Col. North
CARLTON ACCLIMATION POND,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
CHELAN FALLS EASTBANK OF,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
CHELAN FALLS HATCHERY,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
CHIEF JOSEPH HATCHERY,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
DESCHUTES R,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
DESCHUTES-F,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
DESCHUTES_RIVER,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
DRYDEN POND,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
HANFORD REACH,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
HANFORD REACH   (36),U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
HANFORD REACH STOCK,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
HANFORD_REACH,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
HANFORD_REACH_,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
HOOD R,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
KLICKITAT HATCHERY (YKFP),U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
KLICKITAT R  30.0002,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
KLICKITAT_H,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
KLICKITAT_R_SP,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
LEAVENWORTH HATCHERY,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
L_DESCHUTES_R,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
L_WH_SAL_H_SF,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
MARION YAKAMA TRIB HAT,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
MARION_DRAIN_FA,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
METHOW & OKANOGAN,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
METHOW R     48.0002,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
METHOW R     48.0007,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
METHOW_R,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
NPT HATCHERY,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
OKANAGAN,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
OKANAGAN_R,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
OKANAGAN_RIVER,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
OKANOGAN R   49.0019,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
OSOYOOS_LAKE,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
OSOYOOS_RESID,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
PRIEST RAPIDS   (36),U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
PRIEST RAPIDS HATCHERY,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
PRIEST_RAPIDS_H,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
PRIEST_RAPID_H,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
RINGOLD SPRINGS HATCHERY,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
SILMILKAMEEN_S,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
SIMILKAMEEN,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
SIMILKAMEEN HATCHERY,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
SIMILKAMEEN R 490325,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
UMATILLA HATCHERY,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
UMATILLA R,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
UMATILLA_H,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
UMATILLA_H_FA,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
U_DESCHUTES_R,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
WARM SPRINGS R,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
WASHINGTON BRIGHTS,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
WELLS DAM       (47),U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
WELLS HATCHERY,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
WELLS_H,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
WENATCHEE R  45.0030,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
WENATCHEE SU,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
WENATCHEE_H_SP,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
WENATCHEE_RIVER,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
WENATCHEE_R_SF,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
WENATCHEE_R_SP,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
WENATCHEE_SU,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
YAKIMA R-LOW 37.0002,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
YAKIMA R-UPR 39.0002,U_Columbia_R_su/fa,Up-Columbia S-F,Columbia,ColR,CR-upper_su/fa,Col. North
CHEWUCH SP,Mid_and_Upper_Columbia_R_sp,Up-Columbia_sp,Columbia,ColR,CR-upper_sp,Upper Col. Yearling
CHEWUCH_RIVER,Mid_and_Upper_Columbia_R_sp,Up-Columbia_sp,Columbia,ColR,CR-upper_sp,Upper Col. Yearling
CHEWUCH_SP,Mid_and_Upper_Columbia_R_sp,Up-Columbia_sp,Columbia,ColR,CR-upper_sp,Upper Col. Yearling
CHEWUCK_RIVER,Mid_and_Upper_Columbia_R_sp,Up-Columbia_sp,Columbia,ColR,CR-upper_sp,Upper Col. Yearling
CHIWAWA SP,Mid_and_Upper_Columbia_R_sp,Up-Columbia_sp,Columbia,ColR,CR-upper_sp,Upper Col. Yearling
CHIWAWA_RIVER_SPRING,Mid_and_Upper_Columbia_R_sp,Up-Columbia_sp,Columbia,ColR,CR-upper_sp,Upper Col. Yearling
CHIWAWA_SP,Mid_and_Upper_Columbia_R_sp,Up-Columbia_sp,Columbia,ColR,CR-upper_sp,Upper Col. Yearling
CLE_ELM_HATCH,Mid_and_Upper_Columbia_R_sp,Up-Columbia_sp,Columbia,ColR,CR-upper_sp,Upper Col. Yearling
CLE_ELUM_HATCHERY,Mid_and_Upper_Columbia_R_sp,Up-Columbia_sp,Columbia,ColR,CR-upper_sp,Upper Col. Yearling
COLUMBIA R -MID,Mid_and_Upper_Columbia_R_sp,Up-Columbia_sp,Columbia,ColR,CR-upper_sp,Upper Col. Yearling
COLUMBIA R UPRIVER S,Mid_and_Upper_Columbia_R_sp,Up-Columbia_sp,Columbia,ColR,CR-upper_sp,Upper Col. Yearling
ENTIAT,Mid_and_Upper_Columbia_R_sp,Up-Columbia_sp,Columbia,ColR,CR-upper_sp,Upper Col. Yearling
ENTIAT NFH,Mid_and_Upper_Columbia_R_sp,Up-Columbia_sp,Columbia,ColR,CR-upper_sp,Upper Col. Yearling
ENTIAT_H,Mid_and_Upper_Columbia_R_sp,Up-Columbia_sp,Columbia,ColR,CR-upper_sp,Upper Col. Yearling
ENTIAT_RIVER,Mid_and_Upper_Columbia_R_sp,Up-Columbia_sp,Columbia,ColR,CR-upper_sp,Upper Col. Yearling
ENTIAT_SP,Mid_and_Upper_Columbia_R_sp,Up-Columbia_sp,Columbia,ColR,CR-upper_sp,Upper Col. Yearling
JOHN DAY MID,Mid_and_Upper_Columbia_R_sp,Up-Columbia_sp,Columbia,ColR,CR-upper_sp,Upper Col. Yearling
JOHNDAY_R,Mid_and_Upper_Columbia_R_sp,Up-Columbia_sp,Columbia,ColR,CR-upper_sp,Upper Col. Yearling
JOHN_DAY_EAST_FORK,Mid_and_Upper_Columbia_R_sp,Up-Columbia_sp,Columbia,ColR,CR-upper_sp,Upper Col. Yearling
JOHN_DAY_MAIN,Mid_and_Upper_Columbia_R_sp,Up-Columbia_sp,Columbia,ColR,CR-upper_sp,Upper Col. Yearling
JOHN_DAY_MAIN_FORK,Mid_and_Upper_Columbia_R_sp,Up-Columbia_sp,Columbia,ColR,CR-upper_sp,Upper Col. Yearling
JOHN_DAY_MID,Mid_and_Upper_Columbia_R_sp,Up-Columbia_sp,Columbia,ColR,CR-upper_sp,Upper Col. Yearling
JOHN_DAY_N,Mid_and_Upper_Columbia_R_sp,Up-Columbia_sp,Columbia,ColR,CR-upper_sp,Upper Col. Yearling
JOHN_DAY_NORTH,Mid_and_Upper_Columbia_R_sp,Up-Columbia_sp,Columbia,ColR,CR-upper_sp,Upper Col. Yearling
JOHN_DAY_NORTH_FORK,Mid_and_Upper_Columbia_R_sp,Up-Columbia_sp,Columbia,ColR,CR-upper_sp,Upper Col. Yearling
JOHN_DAY_R,Mid_and_Upper_Columbia_R_sp,Up-Columbia_sp,Columbia,ColR,CR-upper_sp,Upper Col. Yearling
LITTLENACHES_SP,Mid_and_Upper_Columbia_R_sp,Up-Columbia_sp,Columbia,ColR,CR-upper_sp,Upper Col. Yearling
L_WH_SAL_H_SP,Mid_and_Upper_Columbia_R_sp,Up-Columbia_sp,Columbia,ColR,CR-upper_sp,Upper Col. Yearling
METHOW_R_SP,Mid_and_Upper_Columbia_R_sp,Up-Columbia_sp,Columbia,ColR,CR-upper_sp,Upper Col. Yearling
MF_JOHNDAY_R,Mid_and_Upper_Columbia_R_sp,Up-Columbia_sp,Columbia,ColR,CR-upper_sp,Upper Col. Yearling
NACHES_RIVER,Mid_and_Upper_Columbia_R_sp,Up-Columbia_sp,Columbia,ColR,CR-upper_sp,Upper Col. Yearling
NACHES_SP,Mid_and_Upper_Columbia_R_sp,Up-Columbia_sp,Columbia,ColR,CR-upper_sp,Upper Col. Yearling
NF_JOHNDAY_R,Mid_and_Upper_Columbia_R_sp,Up-Columbia_sp,Columbia,ColR,CR-upper_sp,Upper Col. Yearling
SHITIKE_H,Mid_and_Upper_Columbia_R_sp,Up-Columbia_sp,Columbia,ColR,CR-upper_sp,Upper Col. Yearling
TUCANNON_H,Mid_and_Upper_Columbia_R_sp,Up-Columbia_sp,Columbia,ColR,CR-upper_sp,Upper Col. Yearling
TUCANNON_R,Mid_and_Upper_Columbia_R_sp,Up-Columbia_sp,Columbia,ColR,CR-upper_sp,Upper Col. Yearling
TUCANNON_RIVER,Mid_and_Upper_Columbia_R_sp,Up-Columbia_sp,Columbia,ColR,CR-upper_sp,Upper Col. Yearling
TUCANNON_SP,Mid_and_Upper_Columbia_R_sp,Up-Columbia_sp,Columbia,ColR,CR-upper_sp,Upper Col. Yearling
TWISP_RIVER,Mid_and_Upper_Columbia_R_sp,Up-Columbia_sp,Columbia,ColR,CR-upper_sp,Upper Col. Yearling
TWISP_R_SP,Mid_and_Upper_Columbia_R_sp,Up-Columbia_sp,Columbia,ColR,CR-upper_sp,Upper Col. Yearling
TWISP_SP,Mid_and_Upper_Columbia_R_sp,Up-Columbia_sp,Columbia,ColR,CR-upper_sp,Upper Col. Yearling
U_YAKIMA_H,Mid_and_Upper_Columbia_R_sp,Up-Columbia_sp,Columbia,ColR,CR-upper_sp,Upper Col. Yearling
CLEARWATERRFA,Snake_R_fa,Snake Fall,Snake,ColR,CR-upper_su/fa,Col. Coastal
GLENLYON_RIVER,Snake_R_fa,Snake Fall,Snake,ColR,CR-upper_su/fa,Col. Coastal
IRRIGON HATCHERY,Snake_R_fa,Snake Fall,Snake,ColR,CR-upper_su/fa,Col. Coastal
LYON'S_FERRY,Snake_R_fa,Snake Fall,Snake,ColR,CR-upper_su/fa,Col. Coastal
LYON'S_FERRY_F,Snake_R_fa,Snake Fall,Snake,ColR,CR-upper_su/fa,Col. Coastal
LYONS FERRY HATCHERY,Snake_R_fa,Snake Fall,Snake,ColR,CR-upper_su/fa,Col. Coastal
LYONS_FERRY_H,Snake_R_fa,Snake Fall,Snake,ColR,CR-upper_su/fa,Col. Coastal
LYON_CR,Snake_R_fa,Snake Fall,Snake,ColR,CR-upper_su/fa,Col. Coastal
NEZ_PERCET_H,Snake_R_fa,Snake Fall,Snake,ColR,CR-upper_su/fa,Col. Coastal
SALMON_R_F,Snake_R_fa,Snake Fall,Snake,ColR,CR-upper_su/fa,Col. Coastal
SNAKE R FALL,Snake_R_fa,Snake Fall,Snake,ColR,CR-upper_su/fa,Col. Coastal
WENAHA,Snake_R_fa,Snake Fall,Snake,ColR,CR-upper_su/fa,Col. Coastal
WENAHA_R,Snake_R_fa,Snake Fall,Snake,ColR,CR-upper_su/fa,Col. Coastal
WENAHA_RIVER,Snake_R_fa,Snake Fall,Snake,ColR,CR-upper_su/fa,Col. Coastal
BEAR_VALLEY_CR,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
BUTTE_CR_F,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
BUTTE_SP,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
CAMAS_CR,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
CAPEHORN_CR,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
CATHERINE_CR,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
CHAMBERLAIN_CR,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
CROOKED_FK_CR,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
F SNAKE R,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
FRENCHMAN-SP,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
FRENCHMAN_CREEK,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
GRANITE,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
GRANITE_CR,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
GRANITE_CREEK,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
IMNAHA,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
IMNAHA R AND TRIBS,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
IMNAHA_R,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
JOHNSON_CR,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
JOHNSON_CREEK,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
JOHNSON_H,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
LOCHSA_R,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
LOLO_CR,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
LOOKINGGLASS CR,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
LOOKINGGLASS_H,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
LOSTINE R ENDEMIC,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
MARSH CR,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
MARSH CREEK,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
MARSH_CR,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
MARSH_CREEK,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
MCCALL,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
MCCALL HAT,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
MCCALL_CREEK,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
MCCALL_HAT,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
MCCALL_HATCHERY,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
MCCALL_RIVER,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
NEWSOME_CR,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
OXBOW HATCHERY,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
PAH CH-2,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
PAHSIMEROI_R,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
RAPID SP,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
RAPID_RIVER,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
RAPID_R_H,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
RAPID_SP,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
RED_R,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
S FK SALMON,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
SALMON E.FORK,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
SALMON R,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
SALMON R WILD,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
SALMON_E_FORK,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
SAWTOOTH_H,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
SECECH,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
SECECH_R,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
SECECH_RIVER,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling
