"stock","Region1Name","Region2Name","Region3Name","Region4Name"
"YAKIMA R-UPR 39.0002","U_Columbia_R_su/fa","Up-Columbia S-F","Columbia","ColR"
"KOOSKIA NAT","Snake_R_fa","Snake Fall","Snake","ColR"
"LYON'S_FERRY","Snake_R_fa","Snake Fall","Snake","ColR"
"LYON'S_FERRY_F","Snake_R_fa","Snake Fall","Snake","ColR"
"LYONS FERRY HATCHERY","Snake_R_fa","Snake Fall","Snake","ColR"
"LYONS_FERRY_H","Snake_R_fa","Snake Fall","Snake","ColR"
"NEZ_PERCET_H","Snake_R_fa","Snake Fall","Snake","ColR"
"SALMON_R_F","Snake_R_fa","Snake Fall","Snake","ColR"
"BEAR_VALLEY_CR","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"CAMAS_CR","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"CAPEHORN_CR","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"CATHERINE_CR","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"CHAMBERLAIN_CR","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"CROOKED_FK_CR","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"F SNAKE R","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"FRENCHMAN-SP","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"IMNAHA","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"IMNAHA R AND TRIBS","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"IMNAHA_R","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"JOHNSON_CR","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"JOHNSON_H","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"LOCHSA_R","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"LOLO_CR","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"LOOKINGGLASS_H","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"LOSTINE R ENDEMIC","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"MARSH CR","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"MARSH CREEK","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"MARSH_CR","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"MARSH_CREEK","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"MCCALL","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"MCCALL HAT","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"MCCALL_HAT","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"MCCALL_RIVER","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"MINAM_CR","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"MINAM_CREEK","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"MINAM_R","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"NEWSOME_CR","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"PAHSIMEROI_R","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"RAPID SP","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"RAPID_R_H","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"RAPID_SP","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"RED_R","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"S FK SALMON","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"SALMON E.FORK","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"SALMON R","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"SALMON R WILD","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"SALMON_E_FORK","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"SAWTOOTH_H","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"SECECH","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"SECECH_R","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"SECESH_R","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"SNAKE R","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"SNAKE R-LOWR 33.0002","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"SNAKE_S","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"TUCANNON R CAPTIVE","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"TUCANNON_H","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"TUCANNON_R","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"TUCANNON_SP","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"UP_SALMON-SP","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"UPPER_VALLEY","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"VALLEY_CR","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"VALLEY_CREEK","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"WENAHA","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"WENAHA_R","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"YAQUINA B SALMON RAN","Snake_R_sp/su","Snake Sp-Su","Snake","ColR"
"BLANCHARD","Alsek","North/Central BC","North/Central BC","NBC"
"KLUKSHU","Alsek","North/Central BC","North/Central BC","NBC"
"KUDWAT_CR","Alsek","North/Central BC","North/Central BC","NBC"
"TAKHANNE","Alsek","North/Central BC","North/Central BC","NBC"
"NIMPKISH","ECVI","North/Central BC","North/Central BC","NBC"
"NIMPKISH_RIVER","ECVI","North/Central BC","North/Central BC","NBC"
"CRANBERRY","Nass","North/Central BC","North/Central BC","NBC"
"DAMDOCHAX","Nass","North/Central BC","North/Central BC","NBC"
"ISHKHEENICKH","Nass","North/Central BC","North/Central BC","NBC"
"KINCOLITH","Nass","North/Central BC","North/Central BC","NBC"
"KITEEN","Nass","North/Central BC","North/Central BC","NBC"
"KWINAGEESE","Nass","North/Central BC","North/Central BC","NBC"
"KWINAGEESE_RIVER","Nass","North/Central BC","North/Central BC","NBC"
"KWINAMASS","Nass","North/Central BC","North/Central BC","NBC"
"MEZIADIN","Nass","North/Central BC","North/Central BC","NBC"
"OWEGEE","Nass","North/Central BC","North/Central BC","NBC"
"SEASKINNISH","Nass","North/Central BC","North/Central BC","NBC"
"SNOWBANK","Nass","North/Central BC","North/Central BC","NBC"
"TEIGEN","Nass","North/Central BC","North/Central BC","NBC"
"TSEAX","Nass","North/Central BC","North/Central BC","NBC"
"ASHLU_CREEK","NOMN","North/Central BC","North/Central BC","NBC"
"ATNARKO","NOMN","North/Central BC","North/Central BC","NBC"
"ATNARKO_RIVER","NOMN","North/Central BC","North/Central BC","NBC"
"ATNARKO_RIVER_UPPER","NOMN","North/Central BC","North/Central BC","NBC"
"BABINE_RIVER-SECTIONS_1_TO_3","NOMN","North/Central BC","North/Central BC","NBC"
"BEAR","NOMN","North/Central BC","North/Central BC","NBC"
"CHRISTINA_CREEK","NOMN","North/Central BC","North/Central BC","NBC"
"CHUCKWALLA","NOMN","North/Central BC","North/Central BC","NBC"
"CHUCKWALLA_RIVER","NOMN","North/Central BC","North/Central BC","NBC"
"COLONIAL_CREEK","NOMN","North/Central BC","North/Central BC","NBC"
"DAMDOCHAX_CREEK","NOMN","North/Central BC","North/Central BC","NBC"
"DEAN","NOMN","North/Central BC","North/Central BC","NBC"
"DEAN_RIVER","NOMN","North/Central BC","North/Central BC","NBC"
"DEAN_RIVER-LOWER","NOMN","North/Central BC","North/Central BC","NBC"
"DEAN_RIVER-UPPER","NOMN","North/Central BC","North/Central BC","NBC"
"DOCEE","NOMN","North/Central BC","North/Central BC","NBC"
"DUTEAU_CREEK","NOMN","North/Central BC","North/Central BC","NBC"
"HIRSCH","NOMN","North/Central BC","North/Central BC","NBC"
"HIRSCH_CREEK","NOMN","North/Central BC","North/Central BC","NBC"
"ISHKHEENICKH_RIVER","NOMN","North/Central BC","North/Central BC","NBC"
"KASIKS","NOMN","North/Central BC","North/Central BC","NBC"
"KASIKS_R","NOMN","North/Central BC","North/Central BC","NBC"
"KASIKS_RIVER","NOMN","North/Central BC","North/Central BC","NBC"
"KATEEN","NOMN","North/Central BC","North/Central BC","NBC"
"KATEEN_RIVER","NOMN","North/Central BC","North/Central BC","NBC"
"KILBELLA","NOMN","North/Central BC","North/Central BC","NBC"
"KILBELLA_RIVER","NOMN","North/Central BC","North/Central BC","NBC"
"KILDALA","NOMN","North/Central BC","North/Central BC","NBC"
"KILDALA_RIVER","NOMN","North/Central BC","North/Central BC","NBC"
"KITEEN_RIVER","NOMN","North/Central BC","North/Central BC","NBC"
"KITIMAT","NOMN","North/Central BC","North/Central BC","NBC"
"KITIMAT_RIVER","NOMN","North/Central BC","North/Central BC","NBC"
"KITLOPE","NOMN","North/Central BC","North/Central BC","NBC"
"KITLOPE_RIVER","NOMN","North/Central BC","North/Central BC","NBC"
"KITSUMKALUM_RIVER-LOWER","NOMN","North/Central BC","North/Central BC","NBC"
"KITWANGA_RIVER","NOMN","North/Central BC","North/Central BC","NBC"
"KLUAYAZ_CREEK","NOMN","North/Central BC","North/Central BC","NBC"
"LOWATNARKO","NOMN","North/Central BC","North/Central BC","NBC"
"LOWATNARKO(11)","NOMN","North/Central BC","North/Central BC","NBC"
"MEZIADIN_RIVER","NOMN","North/Central BC","North/Central BC","NBC"
"NEECHANZ_RIVER","NOMN","North/Central BC","North/Central BC","NBC"
"NEECHANZE","NOMN","North/Central BC","North/Central BC","NBC"
"NUSATSUM","NOMN","North/Central BC","North/Central BC","NBC"
"NUSATSUM_RIVER","NOMN","North/Central BC","North/Central BC","NBC"
"OTSI_CREEK","NOMN","North/Central BC","North/Central BC","NBC"
"OWEEGEE_CREEK","NOMN","North/Central BC","North/Central BC","NBC"
"PITT_RIVER-UPPER","NOMN","North/Central BC","North/Central BC","NBC"
"S-ATNARKO R LOW","NOMN","North/Central BC","North/Central BC","NBC"
"S-ATNARKO R UP","NOMN","North/Central BC","North/Central BC","NBC"
"S-KITIMAT R","NOMN","North/Central BC","North/Central BC","NBC"
"SALLOOMT_RIVER","NOMN","North/Central BC","North/Central BC","NBC"
"SALOOMPT","NOMN","North/Central BC","North/Central BC","NBC"
"SNOWBANK_CREEK","NOMN","North/Central BC","North/Central BC","NBC"
"TAKIA","NOMN","North/Central BC","North/Central BC","NBC"
"TAKIA_RIVER","NOMN","North/Central BC","North/Central BC","NBC"
"U_ATNARKO","NOMN","North/Central BC","North/Central BC","NBC"
"U_DEAN","NOMN","North/Central BC","North/Central BC","NBC"
"WANNOCK","NOMN","North/Central BC","North/Central BC","NBC"
"WANNOCK_R","NOMN","North/Central BC","North/Central BC","NBC"
"WANNOCK_RIVER","NOMN","North/Central BC","North/Central BC","NBC"
"ZYMAGOTITZ_RIVER","NOMN","North/Central BC","North/Central BC","NBC"
"YAKOUN","QCI","North/Central BC","North/Central BC","NBC"
"BABINE","Skeena_Babine","North/Central BC","North/Central BC","NBC"
"BULKLEY","Skeena_Bulkley","North/Central BC","North/Central BC","NBC"
"BULKLEY_EARLY","Skeena_Bulkley","North/Central BC","North/Central BC","NBC"
"BULKLEY_SP","Skeena_Bulkley","North/Central BC","North/Central BC","NBC"
"MORICE","Skeena_Bulkley","North/Central BC","North/Central BC","NBC"
"MORICE_R","Skeena_Bulkley","North/Central BC","North/Central BC","NBC"
"S-BULKLEY R UP","Skeena_Bulkley","North/Central BC","North/Central BC","NBC"
"S-KITSUM ABV CANYON","Skeena_Bulkley","North/Central BC","North/Central BC","NBC"
"S-KITSUM BEL CANYON","Skeena_Bulkley","North/Central BC","North/Central BC","NBC"
"S-MORICE R","Skeena_Bulkley","North/Central BC","North/Central BC","NBC"
"SUSKWA","Skeena_Bulkley","North/Central BC","North/Central BC","NBC"
"ECSTALL","Skeena_Lower","North/Central BC","North/Central BC","NBC"
"EXCHAMSIKS","Skeena_Lower","North/Central BC","North/Central BC","NBC"
"EXCHAMSIKS_RIVER","Skeena_Lower","North/Central BC","North/Central BC","NBC"
"EXSTEW_R","Skeena_Lower","North/Central BC","North/Central BC","NBC"
"EXSTEW_RIVER","Skeena_Lower","North/Central BC","North/Central BC","NBC"
"FIDDLER_CR","Skeena_Lower","North/Central BC","North/Central BC","NBC"
"GITNADOIX","Skeena_Lower","North/Central BC","North/Central BC","NBC"
"GITNADOIX_RIVER","Skeena_Lower","North/Central BC","North/Central BC","NBC"
"KHYEX_R","Skeena_Lower","North/Central BC","North/Central BC","NBC"
"KITSUMKALUM_R","Skeena_Lower","North/Central BC","North/Central BC","NBC"
"L_KALUM","Skeena_Lower","North/Central BC","North/Central BC","NBC"
"L_KALUM@AC","Skeena_Lower","North/Central BC","North/Central BC","NBC"
"THOMAS_CR","Skeena_Lower","North/Central BC","North/Central BC","NBC"
"ZYMOGOTITZ","Skeena_Lower","North/Central BC","North/Central BC","NBC"
"ZYMOGOTITZ_R","Skeena_Lower","North/Central BC","North/Central BC","NBC"
"KISPIOX","Skeena_Mid","North/Central BC","North/Central BC","NBC"
"KITSEGUECLA_R","Skeena_Mid","North/Central BC","North/Central BC","NBC"
"KITWANGA","Skeena_Mid","North/Central BC","North/Central BC","NBC"
"NANGEESE_R","Skeena_Mid","North/Central BC","North/Central BC","NBC"
"SHEGUNIA_R","Skeena_Mid","North/Central BC","North/Central BC","NBC"
"SKEENA@TERRACE","Skeena_Mid","North/Central BC","North/Central BC","NBC"
"SWEETIN","Skeena_Mid","North/Central BC","North/Central BC","NBC"
"SWEETIN_RIVER","Skeena_Mid","North/Central BC","North/Central BC","NBC"
"KLUATANTAN","Skeena_Upper","North/Central BC","North/Central BC","NBC"
"KLUAYAZ_CR","Skeena_Upper","North/Central BC","North/Central BC","NBC"
"KULDO_C","Skeena_Upper","North/Central BC","North/Central BC","NBC"
"OTSI_CR","Skeena_Upper","North/Central BC","North/Central BC","NBC"
"SICINTINE_R","Skeena_Upper","North/Central BC","North/Central BC","NBC"
"SLAMGEESH","Skeena_Upper","North/Central BC","North/Central BC","NBC"
"SLAMGEESH_RIVER","Skeena_Upper","North/Central BC","North/Central BC","NBC"
"SQUINGULA","Skeena_Upper","North/Central BC","North/Central BC","NBC"
"SQUINGULA_R","Skeena_Upper","North/Central BC","North/Central BC","NBC"
"SUSTUT","Skeena_Upper","North/Central BC","North/Central BC","NBC"
"CHRISTINA","Stikine","North/Central BC","North/Central BC","NBC"
"CRAIG","Stikine","North/Central BC","North/Central BC","NBC"
"CRAIG_RIVER","Stikine","North/Central BC","North/Central BC","NBC"
"DWORSHAK_H","Stikine","North/Central BC","North/Central BC","NBC"
"JOHNNY_TASHOOT","Stikine","North/Central BC","North/Central BC","NBC"
"LITTLE_TAHLTAN","Stikine","North/Central BC","North/Central BC","NBC"
"SHAKES_CR","Stikine","North/Central BC","North/Central BC","NBC"
"SHAKES_CREEK","Stikine","North/Central BC","North/Central BC","NBC"
"TAHLTAN_R","Stikine","North/Central BC","North/Central BC","NBC"
"TUYA_R","Stikine","North/Central BC","North/Central BC","NBC"
"VERRETT","Stikine","North/Central BC","North/Central BC","NBC"
"DUDIDONTU","Taku","North/Central BC","North/Central BC","NBC"
"DUDIDONTU_R","Taku","North/Central BC","North/Central BC","NBC"
"DUDIDONTU_RIVER","Taku","North/Central BC","North/Central BC","NBC"
"HACKETT_R","Taku","North/Central BC","North/Central BC","NBC"
"KOWATUA","Taku","North/Central BC","North/Central BC","NBC"
"LITTLE_TATSAM","Taku","North/Central BC","North/Central BC","NBC"
"NAHLIN","Taku","North/Central BC","North/Central BC","NBC"
"NAKINA","Taku","North/Central BC","North/Central BC","NBC"
"TATSAMENIE","Taku","North/Central BC","North/Central BC","NBC"
"TSETA","Taku","North/Central BC","North/Central BC","NBC"
"YETH_CR","Taku","North/Central BC","North/Central BC","NBC"
"BONAPARTE","Fraser_Spring_4.2","Fraser Early","Fraser River","SalSea"
"BONAPARTE_RIVER","Fraser_Spring_4.2","Fraser Early","Fraser River","SalSea"
"COLDWATER","Fraser_Spring_4.2","Fraser Early","Fraser River","SalSea"
"COLDWATER_RIVER","Fraser_Spring_4.2","Fraser Early","Fraser River","SalSea"
"COLDWATER_RIVER-UPPER","Fraser_Spring_4.2","Fraser Early","Fraser River","SalSea"
"DEADMAN","Fraser_Spring_4.2","Fraser Early","Fraser River","SalSea"
"DEADMAN_RIVER","Fraser_Spring_4.2","Fraser Early","Fraser River","SalSea"
"LOUIS","Fraser_Spring_4.2","Fraser Early","Fraser River","SalSea"
"NICOLA","Fraser_Spring_4.2","Fraser Early","Fraser River","SalSea"
"NICOLA_RIVER","Fraser_Spring_4.2","Fraser Early","Fraser River","SalSea"
"S-NICOLA R","Fraser_Spring_4.2","Fraser Early","Fraser River","SalSea"
"SPIUS","Fraser_Spring_4.2","Fraser Early","Fraser River","SalSea"
"SPIUS_CREEK","Fraser_Spring_4.2","Fraser Early","Fraser River","SalSea"
"U_COLDWAT_SP","Fraser_Spring_4.2","Fraser Early","Fraser River","SalSea"
"U_SPIUS_SP","Fraser_Spring_4.2","Fraser Early","Fraser River","SalSea"
"BAEZAEKO","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"BAKER_CR","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"BAKER_CREEK","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"BIRKENHEAD","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"BIRKENHEAD_RIVER","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"BLUE","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"BLUE_CR","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"BLUE_CREEK","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"BLUE_RIVER","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"BLUECR_UPPITT","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"BOWRON","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"BOWRON_RIVER","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"BRIDGE","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"BRIDGE_RIVER","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"CARIBOO_RIVER","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"CARIBOO_RIVER-UPPER","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"CHILAKO","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"CHILCOTIN","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"CHILCOTIN_MIX","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"CHILCOTIN_RIVER-LOWER","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"CHILCOTIN_RIVER-UPPER","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"COTTONWOOD","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"COTTONWOOD_RIVER_LOWER","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"DOME","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"DOME_CREEK","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"ENDAKO","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"FINN","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"FINN_CREEK","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"FONTONIKO","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"FONTONIKO_CREEK","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"GOAT","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"GOAT_CR","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"GOAT_RIVER","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"HOLMES","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"HORSEFLY","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"HORSEFLY_RIVER","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"HORSEY","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"HORSEY_CREEK","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"INDIANPOINT","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"JAMES","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"KENNETH","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"KENNETH_CR","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"KENNETH_CREEK","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"L_CHILCOTI","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"MCGREGOR","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"MCGREGOR_RIVER","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"MORKILL","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"MORKILL_RIVER","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"NAZKO","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"NECHAKO","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"NEVIN","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"NEVIN_CR","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"PTARMIGAN","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"PTARMIGAN_CREEK","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"SALMON@PG","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"SLIM","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"SLIM_C","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"SLIM_CREEK","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"SWIFT","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"SWIFT_CREEK","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"TASEKO","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"TETE_JAUNE","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"TORPY","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"TORPY_RIVER","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"U_CARIBOO","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"U_CHILCOTIN","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"UPPER_PITT","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"WALKER","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"WEST_ROAD__BLACKWATER_RIVER","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"WEST_ROAD_(BLACKWATER)_RIVER","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"WESTROAD","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"WILLOW","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"WILLOW_R","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"WILLOW_RIVER","Fraser_Spring_5.2","Fraser Early","Fraser River","SalSea"
"ADAMS_RIVER","Fraser_Summer_4.1","Fraser Early","Fraser River","SalSea"
"BESSETTE","Fraser_Summer_4.1","Fraser Early","Fraser River","SalSea"
"BESSETTE_CREEK","Fraser_Summer_4.1","Fraser Early","Fraser River","SalSea"
"DUTEAU_CR","Fraser_Summer_4.1","Fraser Early","Fraser River","SalSea"
"EAGLE","Fraser_Summer_4.1","Fraser Early","Fraser River","SalSea"
"EAGLE_R","Fraser_Summer_4.1","Fraser Early","Fraser River","SalSea"
"EAGLE_RIVER","Fraser_Summer_4.1","Fraser Early","Fraser River","SalSea"
"GEORGE_ADAMS_H","Fraser_Summer_4.1","Fraser Early","Fraser River","SalSea"
"L_ADAMS","Fraser_Summer_4.1","Fraser Early","Fraser River","SalSea"
"L_SHUS@U_ADAMS","Fraser_Summer_4.1","Fraser Early","Fraser River","SalSea"
"L_SHUSWAP","Fraser_Summer_4.1","Fraser Early","Fraser River","SalSea"
"L_THOMPSON","Fraser_Summer_4.1","Fraser Early","Fraser River","SalSea"
"L. THOMPSON","Fraser_Summer_4.1","Fraser Early","Fraser River","SalSea"
"LITTLE","Fraser_Summer_4.1","Fraser Early","Fraser River","SalSea"
"LITTLE_R","Fraser_Summer_4.1","Fraser Early","Fraser River","SalSea"
"LITTLE_RIVER","Fraser_Summer_4.1","Fraser Early","Fraser River","SalSea"
"M_SHUSWAP","Fraser_Summer_4.1","Fraser Early","Fraser River","SalSea"
"MARIA_SLOUGH","Fraser_Summer_4.1","Fraser Early","Fraser River","SalSea"
"NORTH_THOMPSON_RIVER","Fraser_Summer_4.1","Fraser Early","Fraser River","SalSea"
"S-SALMON R/TOMF","Fraser_Summer_4.1","Fraser Early","Fraser River","SalSea"
"S-SHUSWAP R LOW","Fraser_Summer_4.1","Fraser Early","Fraser River","SalSea"
"S-SHUSWAP R MIDDLE","Fraser_Summer_4.1","Fraser Early","Fraser River","SalSea"
"SALMON_RIVER","Fraser_Summer_4.1","Fraser Early","Fraser River","SalSea"
"SALMON@SA","Fraser_Summer_4.1","Fraser Early","Fraser River","SalSea"
"SEYMOUR@THOMP","Fraser_Summer_4.1","Fraser Early","Fraser River","SalSea"
"SHUSWAP_RIVER-LOWER","Fraser_Summer_4.1","Fraser Early","Fraser River","SalSea"
"SHUSWAP_RIVER-MIDDLE","Fraser_Summer_4.1","Fraser Early","Fraser River","SalSea"
"SOUTH_THOM","Fraser_Summer_4.1","Fraser Early","Fraser River","SalSea"
"SOUTH_THOMPSON_RIVER","Fraser_Summer_4.1","Fraser Early","Fraser River","SalSea"
"THOMPSON_RIVER_BELOW_KAMLOOPS_LAKE","Fraser_Summer_4.1","Fraser Early","Fraser River","SalSea"
"BARRIERE","Fraser_Summer_5.2","Fraser Early","Fraser River","SalSea"
"BARRIERE_RIVER","Fraser_Summer_5.2","Fraser Early","Fraser River","SalSea"
"BIG_SILVER","Fraser_Summer_5.2","Fraser Early","Fraser River","SalSea"
"BIG_SILVER_CREEK","Fraser_Summer_5.2","Fraser Early","Fraser River","SalSea"
"CHILKO","Fraser_Summer_5.2","Fraser Early","Fraser River","SalSea"
"CHILKO_RIVER","Fraser_Summer_5.2","Fraser Early","Fraser River","SalSea"
"CLEARWATER","Fraser_Summer_5.2","Fraser Early","Fraser River","SalSea"
"CLEARWATER_RIVER","Fraser_Summer_5.2","Fraser Early","Fraser River","SalSea"
"CLEARWATERRFA","Fraser_Summer_5.2","Fraser Early","Fraser River","SalSea"
"ELKIN","Fraser_Summer_5.2","Fraser Early","Fraser River","SalSea"
"ELKIN_CREEK","Fraser_Summer_5.2","Fraser Early","Fraser River","SalSea"
"ELKIN_R","Fraser_Summer_5.2","Fraser Early","Fraser River","SalSea"
"KUZKWA_CR","Fraser_Summer_5.2","Fraser Early","Fraser River","SalSea"
"KUZKWA_RIVER","Fraser_Summer_5.2","Fraser Early","Fraser River","SalSea"
"L_CARIBOO","Fraser_Summer_5.2","Fraser Early","Fraser River","SalSea"
"LEMIEUX","Fraser_Summer_5.2","Fraser Early","Fraser River","SalSea"
"LEMIEUX_CR","Fraser_Summer_5.2","Fraser Early","Fraser River","SalSea"
"LEMIEUX_CREEK","Fraser_Summer_5.2","Fraser Early","Fraser River","SalSea"
"N_THOM@MAIN","Fraser_Summer_5.2","Fraser Early","Fraser River","SalSea"
