"stock","Region1Name","Region2Name","Region3Name","Region4Name","id_type","pst_agg"
"SEASKINNISH","Nass","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"SNOWBANK","Nass","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"TEIGEN","Nass","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"TSEAX","Nass","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"ASHLULM","NOMN","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"ATNARKO","NOMN","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"CHUCKWALLA","NOMN","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"DEAN","NOMN","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"DEAN_RIVER","NOMN","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"DOCEE","NOMN","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"HIRSCH","NOMN","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"KATEEN","NOMN","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"KILBELLA","NOMN","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"KILDALA","NOMN","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"KITIMAT","NOMN","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"KITLOPE","NOMN","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"LOWATNARKO","NOMN","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"LOWATNARKO(11)","NOMN","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"NEECHANZE","NOMN","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"NUSATSUM","NOMN","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"SALOOMPT","NOMN","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"TAKIA","NOMN","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"TAKIA_RIVER","NOMN","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"U_ATNARKO","NOMN","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"U_DEAN","NOMN","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"WANNOCK","NOMN","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"WANNOCK_R","NOMN","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"YAKOUN","QCI","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"BABINE","Skeena Babine","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"BULKLEY","Skeena Bulkley","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"BULKLEY_EARLY","Skeena Bulkley","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"BULKLEY_SP","Skeena Bulkley","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"MORICE","Skeena Bulkley","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"MORICE_R","Skeena Bulkley","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"SUSKWA","Skeena Bulkley","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"ECSTALL","Skeena Lower","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"EXCHAMSIKS","Skeena Lower","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"EXSTEW_R","Skeena Lower","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"FIDDLER_CR","Skeena Lower","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"GITNADOIX","Skeena Lower","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"KASIKS","Skeena Lower","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"KASIKS_R","Skeena Lower","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"KHYEX_R","Skeena Lower","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"KITSUMKALUM_R","Skeena Lower","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"L_KALUM","Skeena Lower","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"L_KALUM@AC","Skeena Lower","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"THOMAS_CR","Skeena Lower","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"ZYMOGOTITZ","Skeena Lower","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"ZYMOGOTITZ_R","Skeena Lower","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"KISPIOX","Skeena Mid","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"KITSEGUECLA_R","Skeena Mid","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"KITWANGA","Skeena Mid","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"NANGEESE_R","Skeena Mid","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"SHEGUNIA_R","Skeena Mid","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"SKEENA@TERRACE","Skeena Mid","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"SWEETIN","Skeena Mid","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"SWEETIN_RIVER","Skeena Mid","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"BEAR","Skeena Upper","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"KLUATANTAN","Skeena Upper","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"KLUAYAZ_CR","Skeena Upper","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"KULDO_C","Skeena Upper","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"OTSI_CR","Skeena Upper","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"SICINTINE_R","Skeena Upper","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"SLAMGEESH","Skeena Upper","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"SQUINGULA","Skeena Upper","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"SQUINGULA_R","Skeena Upper","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"SUSTUT","Skeena Upper","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"CHRISTINA","Stikine","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"CRAIG","Stikine","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"CRAIG_RIVER","Stikine","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"DWORSHAK_H","Stikine","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"JOHNNY_TASHOOT","Stikine","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"LITTLE_TAHLTAN","Stikine","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"SHAKES_CR","Stikine","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"SHAKES_CREEK","Stikine","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"TAHLTAN_R","Stikine","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"TUYA_R","Stikine","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"VERRETT","Stikine","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"DUDIDONTU","Taku","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"DUDIDONTU_R","Taku","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"HACKETT_R","Taku","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"KOWATUA","Taku","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"LITTLE_TATSAM","Taku","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"NAHLIN","Taku","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"NAKINA","Taku","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"TATSAMENIE","Taku","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"TSETA","Taku","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"YETH_CR","Taku","North/Central BC","North/Central BC","NBC","gsi","NBC_SEAK"
"BIG_SILVER","LWFR-Sp","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"BIRKENHEAD","LWFR-Sp","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"SLOQUET_CR","LWFR-Sp","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"SLOQUET_CREEK","LWFR-Sp","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"BLUECR_UPPITT","LWFR-Su","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"MARIA_SLOUGH","LWFR-Su","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"UPPER_PITT","LWFR-Su","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"BONAPARTE","LWTH","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"COLDWATER","LWTH","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"DEADMAN","LWTH","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"LOUIS","LWTH","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"NICOLA","LWTH","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"SPIUS","LWTH","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"U_COLDWAT_SP","LWTH","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"U_SPIUS_SP","LWTH","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"BAEZAEKO","MUFR","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"BAKER_CR","MUFR","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"BRIDGE","MUFR","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"CHILAKO","MUFR","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"CHILCOTIN","MUFR","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"CHILCOTIN_MIX","MUFR","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"CHILKO","MUFR","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"COTTONWOOD","MUFR","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"ELK","MUFR","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"ELK_H","MUFR","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"ELK_RIVER","MUFR","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"ELKIN","MUFR","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"ELKIN_R","MUFR","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"ENDAKO","MUFR","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"HORSEFLY","MUFR","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"KUZKWA_CR","MUFR","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"L_CARIBOO","MUFR","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"L_CHILCOTI","MUFR","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"NAZKO","MUFR","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"NECHAKO","MUFR","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"PORTAGE","MUFR","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"PORTAGE_C","MUFR","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"QUESNEL","MUFR","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"STUART","MUFR","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"TASEKO","MUFR","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"U_CARIBOO","MUFR","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"U_CHILCOTIN","MUFR","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"WESTROAD","MUFR","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"BARRIERE","NOTH","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"BLUE","NOTH","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"CLEARWATER","NOTH","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"FINN","NOTH","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"LEMIEUX","NOTH","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"LEMIEUX_CR","NOTH","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"N_THOM@MAIN","NOTH","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"RAFT","NOTH","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"RAFT_R","NOTH","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"BESSETTE","SOTH","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"DUTEAU_CR","SOTH","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"EAGLE","SOTH","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"EAGLE_R","SOTH","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"GEORGE_ADAMS_H","SOTH","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"L_ADAMS","SOTH","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"L_SHUS@U_ADAMS","SOTH","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"L_SHUSWAP","SOTH","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"L_THOMPSON","SOTH","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"L. THOMPSON","SOTH","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"LITTLE","SOTH","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"LITTLE_R","SOTH","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"M_SHUSWAP","SOTH","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"SALMON@SA","SOTH","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"SEYMOUR@THOMP","SOTH","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"SOUTH_THOM","SOTH","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"BOWRON","UPFR","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"DOME","UPFR","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"FONTONIKO","UPFR","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"GOAT","UPFR","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"HOLMES","UPFR","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"HORSEY","UPFR","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"INDIANPOINT","UPFR","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"JAMES","UPFR","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"KENNETH","UPFR","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"KENNETH_CR","UPFR","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"MCGREGOR","UPFR","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"MORKILL","UPFR","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"NEVIN","UPFR","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"NEVIN_CR","UPFR","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"PTARMIGAN","UPFR","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"SALMON@PG","UPFR","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"SLIM","UPFR","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"SLIM_C","UPFR","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"SWIFT","UPFR","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"TETE_JAUNE","UPFR","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"TORPY","UPFR","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"WALKER","UPFR","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"WILLOW","UPFR","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"WILLOW_R","UPFR","Fraser Early","Fraser River","SalSea","gsi","FR-early"
"CHILLIWAC@STAV","LWFR-F","Fraser Late","Fraser River","SalSea","gsi","FR-late"
"CHILLIWACK_F","LWFR-F","Fraser Late","Fraser River","SalSea","gsi","FR-late"
"HARRISON","LWFR-F","Fraser Late","Fraser River","SalSea","gsi","FR-late"
"NAHATLATCH_R","LWFR-F","Fraser Late","Fraser River","SalSea","gsi","FR-late"
"R_CHILLIWACK","LWFR-F","Fraser Late","Fraser River","SalSea","gsi","FR-late"
"SERPENTINE","LWFR-F","Fraser Late","Fraser River","SalSea","gsi","FR-late"
"W_CHILLIWACK","LWFR-F","Fraser Late","Fraser River","SalSea","gsi","FR-late"
"CAPILANO","SOMN","Fraser Late","Fraser River","SalSea","gsi","FR-early"
"BEAR_CR_SUFA","C_Puget_Sound","Central Puget Sound Fall","Puget Sound","SalSea","gsi","PSD"
"CEDAR_EARLY","C_Puget_Sound","Central Puget Sound Fall","Puget Sound","SalSea","gsi","PSD"
"CEDAR_R_SUFA","C_Puget_Sound","Central Puget Sound Fall","Puget Sound","SalSea","gsi","PSD"
"SKYKOMISH_R","C_Puget_Sound","Central Puget Sound Fall","Puget Sound","SalSea","gsi","PSD"
"HAMMA_HAMMA_R","Hood_Canal","Hood Canal","Puget Sound","SalSea","gsi","PSD"
"NF_SKOKOMISH_F","Hood_Canal","Hood Canal","Puget Sound","SalSea","gsi","PSD"
"L_SAUK_R","N_Puget_Sound","North Puget Sound Fall","Puget Sound","SalSea","gsi","PSD"
"L_SKAGIT_R_FA","N_Puget_Sound","North Puget Sound Fall","Puget Sound","SalSea","gsi","PSD"
"LITTLECAMPBELL","N_Puget_Sound","North Puget Sound Fall","Puget Sound","SalSea","gsi","PSD"
"MARBLEMOUNT_HSP","N_Puget_Sound","North Puget Sound Fall","Puget Sound","SalSea","gsi","PSD"
"MARBLEMOUNT_HSU","N_Puget_Sound","North Puget Sound Fall","Puget Sound","SalSea","gsi","PSD"
"NF_NOOKSACK_H","N_Puget_Sound","North Puget Sound Fall","Puget Sound","SalSea","gsi","PSD"
"SAMISH_H","N_Puget_Sound","North Puget Sound Fall","Puget Sound","SalSea","gsi","PSD"
"SKAGIT_R","N_Puget_Sound","North Puget Sound Fall","Puget Sound","SalSea","gsi","PSD"
"SNOHOMISH_R","N_Puget_Sound","North Puget Sound Fall","Puget Sound","SalSea","gsi","PSD"
"SNOQUALMIE_R","N_Puget_Sound","North Puget Sound Fall","Puget Sound","SalSea","gsi","PSD"
"STILLAGUAMISHS","N_Puget_Sound","North Puget Sound Fall","Puget Sound","SalSea","gsi","PSD"
"U_SAUK_R","N_Puget_Sound","North Puget Sound Fall","Puget Sound","SalSea","gsi","PSD"
"U_SAUK_R_SPSU","N_Puget_Sound","North Puget Sound Fall","Puget Sound","SalSea","gsi","PSD"
"U_SKAGIT_R","N_Puget_Sound","North Puget Sound Fall","Puget Sound","SalSea","gsi","PSD"
"NOOKSACK_SP@KE","N_Puget_Sound","Puget Sound Spring","Puget Sound","SalSea","gsi","PSD"
"SKYKOMISH_SU","C_Puget_Sound","Puget Sound Summer","Puget Sound","SalSea","gsi","PSD"
"SKAGIT_SU","N_Puget_Sound","Puget Sound Summer","Puget Sound","SalSea","gsi","PSD"
"CLE_ELM_HATCH","S_Puget_Sound","South Puget Sound Fall","Puget Sound","SalSea","gsi","PSD"
"GREEN","S_Puget_Sound","South Puget Sound Fall","Puget Sound","SalSea","gsi","PSD"
"GREEN_F@SOOS","S_Puget_Sound","South Puget Sound Fall","Puget Sound","SalSea","gsi","PSD"
"GREEN_R_FA","S_Puget_Sound","South Puget Sound Fall","Puget Sound","SalSea","gsi","PSD"
"GREEN@KENDAL_F","S_Puget_Sound","South Puget Sound Fall","Puget Sound","SalSea","gsi","PSD"
"GROVERS_CR_H","S_Puget_Sound","South Puget Sound Fall","Puget Sound","SalSea","gsi","PSD"
"HUPP_SP_H","S_Puget_Sound","South Puget Sound Fall","Puget Sound","SalSea","gsi","PSD"
"S_PRAIRIE_CR","S_Puget_Sound","South Puget Sound Fall","Puget Sound","SalSea","gsi","PSD"
"SOOS_CR_H","S_Puget_Sound","South Puget Sound Fall","Puget Sound","SalSea","gsi","PSD"
"SOOS_H","S_Puget_Sound","South Puget Sound Fall","Puget Sound","SalSea","gsi","PSD"
"UW_H_SUFA","S_Puget_Sound","South Puget Sound Fall","Puget Sound","SalSea","gsi","PSD"
"VOIGHTS_H","S_Puget_Sound","South Puget Sound Fall","Puget Sound","SalSea","gsi","PSD"
"BIG_QUALICUM","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea","gsi","SOG"
"CHEAKAMUS","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea","gsi","SOG"
"CHEAKAMUS_F","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea","gsi","SOG"
"CHEAKAMUS_SU","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea","gsi","SOG"
"CHEMAINUS","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea","gsi","SOG"
"COWICHAN","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea","gsi","SOG"
"L_QUALICUM","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea","gsi","SOG"
"NANAIMO","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea","gsi","SOG"
"NANAIMO_F","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea","gsi","SOG"
"NANAIMO_SP","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea","gsi","SOG"
"NANAIMO_SU","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea","gsi","SOG"
"NANAIMOSU_BACKX","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea","gsi","SOG"
"NANAIMOUPPER","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea","gsi","SOG"
"PUNTLED_SU","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea","gsi","SOG"
"PUNTLEDGE_BACKX","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea","gsi","SOG"
"PUNTLEDGE_F","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea","gsi","SOG"
"PUNTLEDGE_SU","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea","gsi","SOG"
"PUNTLEDGESUM","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea","gsi","SOG"
"QUATSE","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea","gsi","SOG"
"WOSS_LAKE","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea","gsi","SOG"
"MAMQUAM","SOMN","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea","gsi","SOG"
"PHILLIPS","SOMN","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea","gsi","SOG"
"PORTEAU_COVE","SOMN","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea","gsi","SOG"
"SQUAMISH","SOMN","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea","gsi","SOG"
"QUINSAM","ECVI","Upper Strait of Georgia","SOG","SalSea","gsi","SOG"
"BUTE","SOMN","Upper Strait of Georgia","SOG","SalSea","gsi","SOG"
"DEVEREUX","SOMN","Upper Strait of Georgia","SOG","SalSea","gsi","SOG"
"HOMATHKO","SOMN","Upper Strait of Georgia","SOG","SalSea","gsi","SOG"
"KLINAKLINI","SOMN","Upper Strait of Georgia","SOG","SalSea","gsi","SOG"
"BIG_BOULDER_C","Alaska","Alaska South SE","Alaska South SE","SEAK","gsi","NBC_SEAK"
"KING_SALMON","Alaska","Alaska South SE","Alaska South SE","SEAK","gsi","NBC_SEAK"
"SITUK","Alaska","Alaska South SE","Alaska South SE","SEAK","gsi","NBC_SEAK"
"TAHINI","Alaska","Alaska South SE","Alaska South SE","SEAK","gsi","NBC_SEAK"
"UNUK","Alaska","Alaska South SE","Alaska South SE","SEAK","gsi","NBC_SEAK"
"KLUKSHU_R","N_Gulf_Coast_Alsek_R","Alaska South SE","Alaska South SE","SEAK","gsi","NBC_SEAK"
"SITUK_R","N_Gulf_Coast_Situk_R","Alaska South SE","Alaska South SE","SEAK","gsi","NBC_SEAK"
"BIG_BOULDER_CR","NSE_Alaska_Chilkat_R","Alaska South SE","Alaska South SE","SEAK","gsi","NBC_SEAK"
"TAHINI_R","NSE_Alaska_Chilkat_R","Alaska South SE","Alaska South SE","SEAK","gsi","NBC_SEAK"
"KING_SALMON_R","NSE_Alaska_King_Salmon_R","Alaska South SE","Alaska South SE","SEAK","gsi","NBC_SEAK"
"CHICKAMIN","SSE_Alaska","Alaska South SE","Alaska South SE","SEAK","gsi","NBC_SEAK"
"CHICKAMIN_H","SSE_Alaska","Alaska South SE","Alaska South SE","SEAK","gsi","NBC_SEAK"
"CHICKAMIN_R","SSE_Alaska","Alaska South SE","Alaska South SE","SEAK","gsi","NBC_SEAK"
"CRIPPLE_CR","SSE_Alaska","Alaska South SE","Alaska South SE","SEAK","gsi","NBC_SEAK"
"KETA_R","SSE_Alaska","Alaska South SE","Alaska South SE","SEAK","gsi","NBC_SEAK"
"KING_CR","SSE_Alaska","Alaska South SE","Alaska South SE","SEAK","gsi","NBC_SEAK"
"ANDREW_CR","SSE_Alaska_Stikine_R","Alaska South SE","Alaska South SE","SEAK","gsi","NBC_SEAK"
"ANDREW_CREEK","SSE_Alaska_Stikine_R","Alaska South SE","Alaska South SE","SEAK","gsi","NBC_SEAK"
"ANDREW_CRYH","SSE_Alaska_Stikine_R","Alaska South SE","Alaska South SE","SEAK","gsi","NBC_SEAK"
"ANDREW_MEDH","SSE_Alaska_Stikine_R","Alaska South SE","Alaska South SE","SEAK","gsi","NBC_SEAK"
"KOWATUA_CR","Taku_R","Alaska South SE","Alaska South SE","SEAK","gsi","NBC_SEAK"
"LITTLE_TRAPPER","Taku_R","Alaska South SE","Alaska South SE","SEAK","gsi","NBC_SEAK"
"NAHLIN_R_U","Taku_R","Alaska South SE","Alaska South SE","SEAK","gsi","NBC_SEAK"
"NAKINA_R","Taku_R","Alaska South SE","Alaska South SE","SEAK","gsi","NBC_SEAK"
"TATSATUA_CR","Taku_R","Alaska South SE","Alaska South SE","SEAK","gsi","NBC_SEAK"
"U_NAHLIN_R","Taku_R","Alaska South SE","Alaska South SE","SEAK","gsi","NBC_SEAK"
"L_TAHLTAN_R","U_Stikine_R","Alaska South SE","Alaska South SE","SEAK","gsi","NBC_SEAK"
"8702GOLD","WCVI","West Coast Hatchery","WCVI","WCVI","gsi","WCVI"
"GOLD_R","WCVI","West Coast Hatchery","WCVI","WCVI","gsi","WCVI"
"GOLD(83-86)","WCVI","West Coast Hatchery","WCVI","WCVI","gsi","WCVI"
"ROB@GOLD","WCVI","West Coast Hatchery","WCVI","WCVI","gsi","WCVI"
"TOQUART","WCVI","West Coast Hatchery","WCVI","WCVI","gsi","WCVI"
"TOQUART RIVER","WCVI","West Coast Hatchery","WCVI","WCVI","gsi","WCVI"
"TOQUART_RIVER","WCVI","West Coast Hatchery","WCVI","WCVI","gsi","WCVI"
"BURMAN","WCVI","West Coast Wild","WCVI","WCVI","gsi","WCVI"
"COLONIAL_CAY","WCVI","West Coast Wild","WCVI","WCVI","gsi","WCVI"
"CONUMA","WCVI","West Coast Wild","WCVI","WCVI","gsi","WCVI"
"GORDON_R","WCVI","West Coast Wild","WCVI","WCVI","gsi","WCVI"
